IdTipoTransaccion,IdOrdenCompra,IdMetodoPago,cantidad
7,"",4,-3166071.90
7,"",4,-1049540.60
7,"",4,-3248319.90
7,"",4,-1072964.72
7,"",4,-3294825.90
7,"",4,-1083712.62
7,"",4,-3370601.70
7,"",4,-1107310.74
7,"",4,-3415210.20
7,"",4,-1129859.03
7,"",4,-3477468.90
7,"",4,-1184266.10
7,"",4,-3536512.20
7,"",4,-1234050.18
7,"",4,-3593257.80
7,"",4,-1261606.25
7,"",4,-3652956.60
7,"",4,-1292233.05
7,"",4,-3729760.50
7,"",4,-1316056.90
7,"",4,-3795745.20
7,"",4,-1343767.65
7,"",4,-3870686.10
7,"",4,-1371022.65
7,"",4,-3904551.30
7,"",4,-1391530.48
7,"",4,-3931778.70
7,"",4,-1403676.79
7,"",4,-3968072.70
7,"",4,-1425552.43
7,"",4,-4057006.80
7,"",4,-1437932.64
7,"",4,-4102505.40
7,"",4,-1445632.47
7,"",4,-4119396.60
7,"",4,-1477053.11
7,"",4,-4145651.10
7,"",4,-1491833.61
7,"",4,-4176156.00
7,"",4,-1502179.70
7,"",4,-4218611.70
7,"",4,-1527095.94
7,"",4,-4256030.40
7,"",4,-1534925.95
7,"",4,-4320455.70
7,"",4,-1545618.07
7,"",4,-4392691.80
7,"",4,-1583813.48
7,"",4,-4471241.40
7,"",4,-1592608.68
7,"",4,-4528325.10
7,"",4,-1642103.88
7,"",4,-4573699.50
7,"",4,-1678600.51
7,"",4,-4647543.30
7,"",4,-1707252.87
7,"",4,-4678855.50
7,"",4,-1753872.72
7,"",4,-4739582.40
7,"",4,-1782047.03
7,"",4,-4783638.90
7,"",4,-1832779.85
7,"",4,-4798922.40
7,"",4,-1862013.43
7,"",4,-4853949.90
7,"",4,-1909113.40
7,"",4,-4906617.60
7,"",4,-1965958.59
7,"",4,-4965026.10
7,"",4,-2007421.16
7,"",4,-5015271.90
7,"",4,-2018659.30
7,"",4,-5080711.50
7,"",4,-2045313.42
7,"",4,-5121235.20
7,"",4,-2083343.46
7,"",4,-5195375.70
7,"",4,-2095099.68
7,"",4,-5247560.40
7,"",4,-2143594.60
7,"",4,-5293928.40
7,"",4,-2165681.51
7,"",4,-5336494.50
7,"",4,-2178806.91
7,"",4,-5367924.00
7,"",4,-2194293.16
7,"",4,-5428492.20
7,"",4,-2223312.15
7,"",4,-5501452.80
7,"",4,-2259785.20
7,"",4,-5548593.60
7,"",4,-2269152.30
7,"",4,-5584107.90
7,"",4,-2286706.01
7,"",4,-5647636.20
7,"",4,-2326259.80
7,"",4,-5672476.20
7,"",4,-2343271.86
7,"",4,-5729235.60
7,"",4,-2363825.46
7,"",4,-5777225.10
7,"",4,-2396931.56
7,"",4,-5828416.20
7,"",4,-2438895.52
7,"",4,-5877592.50
7,"",4,-2481046.81
7,"",4,-5936007.90
7,"",4,-2526711.70
7,"",4,-5979498.60
7,"",4,-2546000.89
7,"",4,-6055888.50
7,"",4,-2578917.91
7,"",4,-6125385.30
7,"",4,-2600131.38
7,"",4,-6227657.10
7,"",4,-2657178.05
7,"",4,-6312603.00
7,"",4,-2731583.86
7,"",4,-6353996.10
7,"",4,-2746451.06
7,"",4,-6392332.50
7,"",4,-2784929.71
7,"",4,-6437465.40
7,"",4,-2816008.81
7,"",4,-6503325.90
7,"",4,-2840035.07
7,"",4,-6563749.20
7,"",4,-2871797.61
7,"",4,-6624441.60
7,"",4,-2943345.21
7,"",4,-6713486.10
7,"",4,-2973302.70
7,"",4,-6789434.40
7,"",4,-2998904.69
7,"",4,-6847194.30
7,"",4,-3024784.64
7,"",4,-6890346.90
7,"",4,-3029922.38
7,"",4,-6954579.00
7,"",4,-3047918.27
7,"",4,-7025593.80
7,"",4,-3059961.87
7,"",4,-7110029.10
7,"",4,-3089961.69
7,"",4,-7149276.30
7,"",4,-3127125.33
7,"",4,-7212942.60
7,"",4,-3164529.53
7,"",4,-7287676.50
7,"",4,-3214273.60
7,"",4,-7347892.80
7,"",4,-3234408.82
7,"",4,-7380329.70
7,"",4,-3262931.35
7,"",4,-7470912.90
7,"",4,-3301470.61
7,"",4,-7527534.30
7,"",4,-3341028.88
7,"",4,-7618986.90
7,"",4,-3357522.30
7,"",4,-7683087.90
7,"",4,-3391556.79
7,"",4,-7744187.40
7,"",4,-3431568.27
7,"",4,-7818583.20
7,"",4,-3448933.62
7,"",4,-7886796.60
7,"",4,-3456940.95
7,"",4,-7942486.50
7,"",4,-3497548.60
7,"",4,-7983086.10
7,"",4,-3525995.36
7,"",4,-8028757.20
7,"",4,-3559876.30
7,"",4,-5956.50
7,"",4,-8072316.90
7,"",4,-3599653.88
7,"",4,-21568.80
7,"",4,-8155944.90
7,"",4,-3608853.19
7,"",4,-8241235.80
7,"",4,-3634751.66
7,"",4,-8294731.50
7,"",4,-3656975.17
7,"",4,-8374274.70
7,"",4,-3685725.17
7,"",4,-8429212.50
7,"",4,-3684566.43
7,"",4,-8448967.20
7,"",4,-3693633.95
7,"",4,-8470239.90
7,"",4,-3720105.11
7,"",4,-8511819.30
7,"",4,-3741924.52
7,"",4,-8580081.00
7,"",4,-3807980.98
7,"",4,-8618113.80
7,"",4,-3836511.33
7,"",4,-8626276.50
7,"",4,-3855974.28
7,"",4,-8684333.10
7,"",4,-3885561.25
7,"",4,-8776310.10
7,"",4,-3948384.25
7,"",4,-8840687.10
7,"",4,-3978542.31
7,"",4,-8910397.80
7,"",4,-4030837.65
7,"",4,-8992266.30
7,"",4,-4074055.34
7,"",4,-9059375.70
7,"",4,-4100936.23
7,"",4,-9118977.90
7,"",4,-4138629.45
7,"",4,-9185535.30
7,"",4,-4156561.28
7,"",4,-9263829.60
7,"",4,-4176159.58
7,"",4,-9313012.80
7,"",4,-4222310.45
